crosswalk_id,source_year,geography,source_table,source_section,source_parent_label,source_label,source_universe,source_unit,source_concept,standard_variable,comparability_group,comparability_status,cross_decade_relationship,recommended_series_record,counterpart_year,counterpart_section,counterpart_source_label,rationale,crosswalk_review_status,source_file,notes
BC-2000-147,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Europe > Year of entry before 1980,Naturalized citizen,Foreign-born population,persons,"foreign-born population by place, year of entry, and citizenship",foreign_born_europe_entered_before_1980_naturalized,citizenship_by_birthplace_and_year_of_entry,unknown,no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020010; variable_path=Total!!Europe!!Year of entry before 1980!!Naturalized citizen; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-148,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Europe > Year of entry before 1980,Not a citizen,Foreign-born population,persons,"foreign-born population by place, year of entry, and citizenship",foreign_born_europe_entered_before_1980_not_citizen,citizenship_by_birthplace_and_year_of_entry,unknown,no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020011; variable_path=Total!!Europe!!Year of entry before 1980!!Not a citizen; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-149,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,,Asia,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_asia,country_of_birth,unknown,new_or_reclassified_place_category,no,,,,No unique exact-label 1990 counterpart; geographic definition review is required.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020012; variable_path=Total!!Asia; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-150,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Asia,Year of entry 1990 to March 2000,Foreign-born population,persons,foreign-born population by place of birth and year of entry,foreign_born_asia_entered_1990_to_march_2000,country_of_birth_by_year_of_entry,unknown,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020013; variable_path=Total!!Asia!!Year of entry 1990 to March 2000; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-151,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Asia > Year of entry 1990 to March 2000,Naturalized citizen,Foreign-born population,persons,"foreign-born population by place, year of entry, and citizenship",foreign_born_asia_entered_1990_to_march_2000_naturalized,citizenship_by_birthplace_and_year_of_entry,unknown,no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020014; variable_path=Total!!Asia!!Year of entry 1990 to March 2000!!Naturalized citizen; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-152,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Asia > Year of entry 1990 to March 2000,Not a citizen,Foreign-born population,persons,"foreign-born population by place, year of entry, and citizenship",foreign_born_asia_entered_1990_to_march_2000_not_citizen,citizenship_by_birthplace_and_year_of_entry,unknown,no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020015; variable_path=Total!!Asia!!Year of entry 1990 to March 2000!!Not a citizen; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-153,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Asia,Year of entry 1980 to 1989,Foreign-born population,persons,foreign-born population by place of birth and year of entry,foreign_born_asia_entered_1980_to_1989,country_of_birth_by_year_of_entry,unknown,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020016; variable_path=Total!!Asia!!Year of entry 1980 to 1989; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-154,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Asia > Year of entry 1980 to 1989,Naturalized citizen,Foreign-born population,persons,"foreign-born population by place, year of entry, and citizenship",foreign_born_asia_entered_1980_to_1989_naturalized,citizenship_by_birthplace_and_year_of_entry,unknown,no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020017; variable_path=Total!!Asia!!Year of entry 1980 to 1989!!Naturalized citizen; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-155,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Asia > Year of entry 1980 to 1989,Not a citizen,Foreign-born population,persons,"foreign-born population by place, year of entry, and citizenship",foreign_born_asia_entered_1980_to_1989_not_citizen,citizenship_by_birthplace_and_year_of_entry,unknown,no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020018; variable_path=Total!!Asia!!Year of entry 1980 to 1989!!Not a citizen; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-156,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Asia,Year of entry before 1980,Foreign-born population,persons,foreign-born population by place of birth and year of entry,foreign_born_asia_entered_before_1980,country_of_birth_by_year_of_entry,unknown,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020019; variable_path=Total!!Asia!!Year of entry before 1980; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-157,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Asia > Year of entry before 1980,Naturalized citizen,Foreign-born population,persons,"foreign-born population by place, year of entry, and citizenship",foreign_born_asia_entered_before_1980_naturalized,citizenship_by_birthplace_and_year_of_entry,unknown,no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020020; variable_path=Total!!Asia!!Year of entry before 1980!!Naturalized citizen; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-158,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Asia > Year of entry before 1980,Not a citizen,Foreign-born population,persons,"foreign-born population by place, year of entry, and citizenship",foreign_born_asia_entered_before_1980_not_citizen,citizenship_by_birthplace_and_year_of_entry,unknown,no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020021; variable_path=Total!!Asia!!Year of entry before 1980!!Not a citizen; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-159,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,,Africa,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_africa,country_of_birth,unknown,new_or_reclassified_place_category,no,,,,No unique exact-label 1990 counterpart; geographic definition review is required.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020022; variable_path=Total!!Africa; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-160,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Africa,Year of entry 1990 to March 2000,Foreign-born population,persons,foreign-born population by place of birth and year of entry,foreign_born_africa_entered_1990_to_march_2000,country_of_birth_by_year_of_entry,unknown,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020023; variable_path=Total!!Africa!!Year of entry 1990 to March 2000; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-161,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Africa > Year of entry 1990 to March 2000,Naturalized citizen,Foreign-born population,persons,"foreign-born population by place, year of entry, and citizenship",foreign_born_africa_entered_1990_to_march_2000_naturalized,citizenship_by_birthplace_and_year_of_entry,unknown,no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020024; variable_path=Total!!Africa!!Year of entry 1990 to March 2000!!Naturalized citizen; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
